usuario_id,restaurante_id,puntuacion,fecha,comentario
234,102,5,2026-04-22,Muy buena experiencia.
82,188,2,2024-12-14,Buena relación entre precio y calidad.
195,91,1,2024-10-07,Los platillos estuvieron bien preparados.
2,139,5,2026-01-31,Buena relación entre precio y calidad.
10,168,4,2026-06-20,Muy buena experiencia.
14,139,5,2024-09-17,El ambiente fue agradable.
412,12,2,2024-12-04,La comida estuvo deliciosa.
312,13,5,2025-01-04,Buena relación entre precio y calidad.
440,144,4,2025-12-17,La comida estuvo deliciosa.
396,114,1,2025-08-20,Muy buena experiencia.
448,190,1,2026-02-28,Excelente servicio y comida.
199,146,2,2024-12-08,Regresaría nuevamente.
499,74,5,2025-09-04,Excelente servicio y comida.
302,85,2,2025-03-04,Buena relación entre precio y calidad.
1,101,1,2025-10-10,La atención fue rápida.
353,44,4,2026-01-08,Muy buena experiencia.
199,135,4,2024-12-02,Excelente servicio y comida.
304,65,4,2026-03-14,La experiencia fue aceptable.
409,135,3,2025-07-14,El servicio puede mejorar.
301,196,3,2025-01-26,Regresaría nuevamente.
151,66,4,2025-12-13,La experiencia fue aceptable.
276,32,3,2025-02-19,Regresaría nuevamente.
23,199,5,2024-08-08,El servicio puede mejorar.
491,26,5,2026-01-12,Regresaría nuevamente.
402,200,5,2024-11-05,Los platillos estuvieron bien preparados.
24,78,5,2026-03-17,El servicio puede mejorar.
202,169,3,2025-11-08,Muy buena experiencia.
87,139,4,2026-01-10,Muy buena experiencia.
499,171,5,2026-04-10,Los platillos estuvieron bien preparados.
327,65,3,2024-12-08,Muy buena experiencia.
424,56,1,2025-04-22,Los platillos estuvieron bien preparados.
306,45,5,2024-07-07,La experiencia fue aceptable.
49,26,3,2024-07-03,La atención fue rápida.
366,33,4,2024-07-03,La experiencia fue aceptable.
97,192,4,2025-08-09,La experiencia fue aceptable.
88,142,3,2024-08-07,La experiencia fue aceptable.
27,35,1,2026-05-10,Excelente servicio y comida.
438,48,3,2026-04-01,El ambiente fue agradable.
139,150,3,2026-01-19,La experiencia fue aceptable.
411,79,1,2025-06-10,Regresaría nuevamente.
405,141,4,2025-04-04,Regresaría nuevamente.
337,13,3,2026-06-21,Muy buena experiencia.
490,186,3,2025-11-17,Buena relación entre precio y calidad.
433,189,1,2025-06-14,La comida estuvo deliciosa.
1,75,2,2025-09-27,La experiencia fue aceptable.
293,200,2,2024-07-30,La comida estuvo deliciosa.
136,93,3,2025-07-12,La comida estuvo deliciosa.
419,181,4,2026-05-13,El servicio puede mejorar.
24,64,3,2024-08-16,La atención fue rápida.
471,20,4,2024-12-31,Muy buena experiencia.
70,93,5,2025-05-28,Buena relación entre precio y calidad.
350,162,2,2025-06-16,Los platillos estuvieron bien preparados.
442,92,5,2024-06-27,Excelente servicio y comida.
469,164,4,2024-10-23,El servicio puede mejorar.
9,102,2,2025-04-12,La comida estuvo deliciosa.
65,73,2,2025-03-05,Los platillos estuvieron bien preparados.
251,130,4,2026-04-15,La atención fue rápida.
21,97,5,2024-09-10,Los platillos estuvieron bien preparados.
258,77,3,2024-09-15,La comida estuvo deliciosa.
247,148,2,2026-04-03,Excelente servicio y comida.
109,24,5,2026-04-27,Buena relación entre precio y calidad.
228,16,4,2026-04-05,Los platillos estuvieron bien preparados.
348,24,1,2024-09-29,Muy buena experiencia.
225,194,1,2026-05-02,Buena relación entre precio y calidad.
264,44,4,2024-09-28,La comida estuvo deliciosa.
165,61,2,2025-10-18,Muy buena experiencia.
184,105,2,2026-06-05,El servicio puede mejorar.
415,116,2,2025-12-11,Los platillos estuvieron bien preparados.
423,113,3,2025-01-10,Buena relación entre precio y calidad.
473,155,1,2025-06-17,Excelente servicio y comida.
369,29,4,2025-03-08,Regresaría nuevamente.
394,153,2,2025-06-12,La experiencia fue aceptable.
430,69,4,2024-09-01,Muy buena experiencia.
165,40,4,2026-02-14,El ambiente fue agradable.
419,190,5,2024-12-21,Los platillos estuvieron bien preparados.
272,25,4,2026-04-07,Regresaría nuevamente.
399,58,4,2024-07-02,El servicio puede mejorar.
15,59,2,2025-10-09,Buena relación entre precio y calidad.
371,152,2,2025-07-27,La experiencia fue aceptable.
320,196,2,2024-07-30,El servicio puede mejorar.
488,149,3,2025-10-27,El ambiente fue agradable.
328,180,5,2025-12-30,Muy buena experiencia.
442,66,1,2025-02-23,El ambiente fue agradable.
117,126,1,2025-01-21,El ambiente fue agradable.
14,175,5,2025-09-22,Los platillos estuvieron bien preparados.
1,76,1,2025-09-22,El servicio puede mejorar.
142,77,5,2025-03-08,El servicio puede mejorar.
29,113,3,2025-04-06,Muy buena experiencia.
443,15,4,2025-12-17,Buena relación entre precio y calidad.
15,148,5,2024-12-24,Regresaría nuevamente.
275,180,5,2026-05-10,Los platillos estuvieron bien preparados.
121,95,5,2025-03-04,Excelente servicio y comida.
111,63,3,2026-03-17,Muy buena experiencia.
116,6,5,2024-09-25,El servicio puede mejorar.
465,81,3,2026-02-28,Buena relación entre precio y calidad.
354,63,5,2025-04-18,Los platillos estuvieron bien preparados.
29,53,4,2026-05-09,La experiencia fue aceptable.
237,90,2,2024-10-03,Buena relación entre precio y calidad.
30,67,1,2024-12-02,La atención fue rápida.
391,70,1,2025-05-21,Los platillos estuvieron bien preparados.
235,84,1,2025-09-26,Regresaría nuevamente.
470,171,2,2026-04-28,El servicio puede mejorar.
4,163,4,2025-02-25,Regresaría nuevamente.
498,167,4,2025-04-08,La atención fue rápida.
25,49,5,2026-02-10,El servicio puede mejorar.
439,43,2,2026-01-30,Los platillos estuvieron bien preparados.
217,81,5,2025-10-22,La experiencia fue aceptable.
266,71,2,2026-03-12,El ambiente fue agradable.
241,47,5,2025-07-14,El ambiente fue agradable.
172,113,2,2025-09-02,La atención fue rápida.
166,40,5,2026-06-22,La atención fue rápida.
229,18,2,2026-01-13,Regresaría nuevamente.
446,25,3,2024-11-29,Muy buena experiencia.
84,50,1,2025-02-27,Excelente servicio y comida.
211,47,1,2025-12-12,La experiencia fue aceptable.
254,108,4,2024-06-27,Los platillos estuvieron bien preparados.
331,188,1,2026-01-07,La experiencia fue aceptable.
295,194,2,2026-05-27,La comida estuvo deliciosa.
443,171,2,2024-07-24,Buena relación entre precio y calidad.
426,63,5,2024-08-09,La comida estuvo deliciosa.
220,21,3,2025-08-14,El ambiente fue agradable.
55,171,1,2026-03-12,Regresaría nuevamente.
392,78,5,2025-12-21,La experiencia fue aceptable.
15,62,5,2025-09-17,El servicio puede mejorar.
300,134,4,2025-10-01,La atención fue rápida.
494,154,2,2025-01-10,Excelente servicio y comida.
307,37,3,2024-11-29,La comida estuvo deliciosa.
385,50,1,2025-12-08,La atención fue rápida.
407,47,3,2024-11-11,El ambiente fue agradable.
70,194,3,2025-12-05,La experiencia fue aceptable.
163,73,1,2024-08-01,La atención fue rápida.
258,8,5,2024-07-20,La atención fue rápida.
192,159,5,2024-12-02,Regresaría nuevamente.
123,92,2,2024-07-09,La experiencia fue aceptable.
154,197,4,2024-10-13,Muy buena experiencia.
320,140,5,2025-09-10,La atención fue rápida.
406,90,3,2024-10-28,Muy buena experiencia.
341,174,5,2024-08-11,Excelente servicio y comida.
57,133,4,2024-06-30,Los platillos estuvieron bien preparados.
2,14,5,2025-06-04,La comida estuvo deliciosa.
248,11,3,2026-05-28,Buena relación entre precio y calidad.
466,172,3,2026-05-08,Regresaría nuevamente.
327,2,2,2024-08-04,El servicio puede mejorar.
397,31,3,2026-04-18,La atención fue rápida.
295,158,5,2025-10-27,Los platillos estuvieron bien preparados.
310,163,4,2024-11-05,Los platillos estuvieron bien preparados.
184,60,3,2025-07-17,La experiencia fue aceptable.
378,38,5,2024-12-19,Excelente servicio y comida.
249,167,3,2024-12-25,La comida estuvo deliciosa.
43,29,4,2024-09-17,La comida estuvo deliciosa.
63,184,5,2024-08-07,La experiencia fue aceptable.
368,193,2,2024-06-25,Regresaría nuevamente.
24,178,5,2024-12-18,La atención fue rápida.
274,39,4,2025-10-09,La experiencia fue aceptable.
312,95,3,2025-11-25,Muy buena experiencia.
280,132,4,2026-01-20,La experiencia fue aceptable.
409,93,4,2024-08-12,La experiencia fue aceptable.
178,138,2,2025-01-26,Los platillos estuvieron bien preparados.
209,17,1,2024-06-28,Muy buena experiencia.
150,130,5,2024-12-27,Buena relación entre precio y calidad.
447,36,3,2026-01-30,La atención fue rápida.
265,26,2,2025-02-21,La comida estuvo deliciosa.
95,77,3,2025-04-12,Muy buena experiencia.
284,141,3,2026-05-08,Buena relación entre precio y calidad.
395,168,4,2025-11-26,Muy buena experiencia.
107,199,1,2024-11-24,Excelente servicio y comida.
223,91,4,2024-08-02,La atención fue rápida.
212,85,1,2024-11-12,Buena relación entre precio y calidad.
43,21,2,2024-07-15,Los platillos estuvieron bien preparados.
289,190,1,2025-04-02,Muy buena experiencia.
97,35,3,2024-10-19,Regresaría nuevamente.
19,135,1,2026-01-04,Los platillos estuvieron bien preparados.
282,79,1,2025-06-10,La comida estuvo deliciosa.
484,145,5,2026-01-10,El ambiente fue agradable.
202,187,5,2026-01-14,La experiencia fue aceptable.
214,118,4,2025-01-24,Muy buena experiencia.
265,41,3,2025-01-10,Buena relación entre precio y calidad.
158,61,4,2025-09-04,El ambiente fue agradable.
212,184,1,2026-04-28,Buena relación entre precio y calidad.
322,130,5,2025-06-17,El ambiente fue agradable.
51,141,4,2024-08-18,Muy buena experiencia.
389,141,4,2024-07-07,La comida estuvo deliciosa.
322,47,1,2024-08-20,La atención fue rápida.
295,186,3,2025-02-05,Los platillos estuvieron bien preparados.
415,123,4,2025-06-22,El ambiente fue agradable.
303,20,2,2026-05-02,Excelente servicio y comida.
73,63,4,2025-05-02,Los platillos estuvieron bien preparados.
178,40,4,2025-03-05,El ambiente fue agradable.
142,145,3,2025-02-27,Los platillos estuvieron bien preparados.
103,101,3,2025-06-07,La experiencia fue aceptable.
327,103,1,2026-03-13,Excelente servicio y comida.
86,107,2,2025-08-03,Regresaría nuevamente.
304,52,5,2025-08-03,Buena relación entre precio y calidad.
309,72,2,2024-10-13,La experiencia fue aceptable.
173,112,2,2025-11-07,Regresaría nuevamente.
153,170,4,2026-01-18,Excelente servicio y comida.
418,77,2,2025-10-30,Muy buena experiencia.
485,43,3,2025-06-26,Los platillos estuvieron bien preparados.
211,194,5,2025-12-09,El ambiente fue agradable.
242,134,4,2026-04-29,La experiencia fue aceptable.
296,149,5,2025-06-01,La experiencia fue aceptable.
411,172,1,2025-10-07,La atención fue rápida.
37,150,5,2025-10-31,La experiencia fue aceptable.
206,139,2,2026-04-05,La atención fue rápida.
25,159,1,2025-11-14,Excelente servicio y comida.
457,75,4,2026-01-25,La atención fue rápida.
93,14,5,2025-01-25,La comida estuvo deliciosa.
120,50,5,2024-10-27,Muy buena experiencia.
127,89,2,2025-11-22,Regresaría nuevamente.
262,169,2,2024-09-16,La comida estuvo deliciosa.
110,139,1,2026-03-21,La experiencia fue aceptable.
252,165,2,2026-03-11,Buena relación entre precio y calidad.
92,1,1,2025-09-26,La comida estuvo deliciosa.
41,72,4,2025-10-14,La atención fue rápida.
410,153,5,2025-04-27,La experiencia fue aceptable.
397,55,2,2026-02-26,Muy buena experiencia.
354,102,4,2025-03-11,Muy buena experiencia.
166,159,3,2025-04-27,Excelente servicio y comida.
199,69,5,2024-12-11,El servicio puede mejorar.
244,138,3,2024-09-12,Excelente servicio y comida.
436,70,3,2025-11-20,Buena relación entre precio y calidad.
185,108,2,2025-12-19,La comida estuvo deliciosa.
383,64,1,2024-06-26,Los platillos estuvieron bien preparados.
258,4,2,2025-07-09,Buena relación entre precio y calidad.
446,29,4,2024-09-15,Muy buena experiencia.
67,50,1,2026-03-21,La comida estuvo deliciosa.
395,153,3,2026-06-08,La experiencia fue aceptable.
194,2,2,2026-02-06,El servicio puede mejorar.
272,29,3,2025-02-08,La comida estuvo deliciosa.
495,16,2,2025-09-02,Regresaría nuevamente.
419,108,4,2026-06-12,Los platillos estuvieron bien preparados.
442,56,4,2025-06-21,El ambiente fue agradable.
113,189,3,2025-05-16,El ambiente fue agradable.
337,18,5,2025-06-02,La atención fue rápida.
239,71,1,2026-05-15,El servicio puede mejorar.
229,19,3,2025-02-02,El ambiente fue agradable.
422,46,3,2024-09-17,La experiencia fue aceptable.
260,54,1,2024-12-04,Buena relación entre precio y calidad.
307,141,1,2025-11-05,Excelente servicio y comida.
93,30,5,2024-10-06,La experiencia fue aceptable.
441,34,3,2025-01-27,El servicio puede mejorar.
452,30,1,2024-10-28,El servicio puede mejorar.
109,93,3,2024-07-27,Excelente servicio y comida.
166,74,4,2025-08-21,La comida estuvo deliciosa.
141,157,4,2026-01-24,La atención fue rápida.
273,29,5,2025-03-12,El servicio puede mejorar.
146,124,5,2025-03-29,La comida estuvo deliciosa.
346,132,5,2025-12-13,Regresaría nuevamente.
299,173,4,2025-11-26,Excelente servicio y comida.
128,134,2,2025-04-18,El ambiente fue agradable.
199,106,3,2025-10-02,Excelente servicio y comida.
323,84,4,2024-07-06,Excelente servicio y comida.
213,84,1,2025-05-05,La atención fue rápida.
345,114,5,2026-03-06,La atención fue rápida.
180,177,1,2025-01-15,La atención fue rápida.
186,130,2,2025-03-13,La comida estuvo deliciosa.
238,59,1,2025-08-18,La experiencia fue aceptable.
69,17,4,2025-03-22,La atención fue rápida.
273,182,1,2025-04-02,Muy buena experiencia.
345,179,2,2026-03-19,La atención fue rápida.
416,143,5,2024-10-21,Los platillos estuvieron bien preparados.
333,26,2,2026-01-04,Buena relación entre precio y calidad.
348,187,2,2025-09-06,La experiencia fue aceptable.
205,12,3,2025-09-04,Los platillos estuvieron bien preparados.
103,147,3,2025-10-05,La atención fue rápida.
203,164,3,2025-06-21,Buena relación entre precio y calidad.
202,111,5,2025-02-18,Buena relación entre precio y calidad.
489,18,5,2026-04-27,El ambiente fue agradable.
459,79,4,2025-11-26,El servicio puede mejorar.
453,154,1,2025-04-27,Los platillos estuvieron bien preparados.
481,62,4,2025-11-29,Excelente servicio y comida.
233,169,3,2025-11-10,El servicio puede mejorar.
136,152,1,2026-06-02,La experiencia fue aceptable.
261,142,4,2025-08-29,El servicio puede mejorar.
466,93,3,2025-04-02,La comida estuvo deliciosa.
267,132,1,2026-02-19,Buena relación entre precio y calidad.
168,88,4,2026-01-26,Regresaría nuevamente.
57,174,3,2025-04-15,Los platillos estuvieron bien preparados.
439,25,2,2026-04-03,Regresaría nuevamente.
254,191,4,2024-09-21,El servicio puede mejorar.
409,134,4,2025-03-19,La experiencia fue aceptable.
302,180,4,2024-09-03,La comida estuvo deliciosa.
5,6,3,2026-04-02,Regresaría nuevamente.
260,29,2,2025-10-12,Regresaría nuevamente.
177,194,3,2025-03-26,Los platillos estuvieron bien preparados.
170,184,1,2025-10-09,Muy buena experiencia.
250,110,3,2026-02-21,Muy buena experiencia.
259,146,5,2024-11-13,El servicio puede mejorar.
325,89,3,2025-03-04,La comida estuvo deliciosa.
228,185,1,2025-12-02,Los platillos estuvieron bien preparados.
350,197,3,2025-03-29,La atención fue rápida.
399,52,4,2026-01-23,Buena relación entre precio y calidad.
339,137,4,2026-04-06,El ambiente fue agradable.
382,137,3,2025-05-05,Buena relación entre precio y calidad.
376,38,3,2025-04-29,El ambiente fue agradable.
384,115,5,2025-09-24,La experiencia fue aceptable.
430,198,1,2025-10-06,El servicio puede mejorar.
139,152,1,2024-07-29,El servicio puede mejorar.
418,200,1,2026-03-26,La comida estuvo deliciosa.
474,10,3,2025-12-22,Excelente servicio y comida.
377,39,1,2025-07-29,Los platillos estuvieron bien preparados.
260,37,5,2025-03-23,Muy buena experiencia.
481,116,5,2024-08-27,La comida estuvo deliciosa.
154,92,2,2024-07-22,Excelente servicio y comida.
409,182,5,2024-09-12,Muy buena experiencia.
384,162,4,2025-02-03,La atención fue rápida.
338,181,5,2025-01-16,La comida estuvo deliciosa.
79,108,2,2024-11-11,Buena relación entre precio y calidad.
306,29,4,2025-03-12,Regresaría nuevamente.
452,23,3,2025-12-26,El servicio puede mejorar.
352,84,5,2025-07-25,Los platillos estuvieron bien preparados.
107,64,3,2024-07-17,Los platillos estuvieron bien preparados.
41,148,4,2025-10-04,La atención fue rápida.
321,111,5,2024-12-17,El servicio puede mejorar.
62,161,5,2026-01-20,Regresaría nuevamente.
403,105,4,2026-03-28,Muy buena experiencia.
453,95,3,2024-11-09,Los platillos estuvieron bien preparados.
48,199,1,2024-09-10,Excelente servicio y comida.
80,85,1,2026-06-22,Buena relación entre precio y calidad.
44,148,2,2025-07-01,Buena relación entre precio y calidad.
447,105,5,2025-04-01,Buena relación entre precio y calidad.
375,31,5,2025-06-05,La atención fue rápida.
368,176,1,2025-11-22,Regresaría nuevamente.
216,104,3,2026-02-09,Muy buena experiencia.
93,164,3,2025-09-18,La experiencia fue aceptable.
137,34,3,2025-04-22,La comida estuvo deliciosa.
461,72,5,2024-12-24,La experiencia fue aceptable.
47,106,4,2025-10-31,Muy buena experiencia.
16,155,4,2024-10-08,El ambiente fue agradable.
23,177,1,2026-02-12,Excelente servicio y comida.
383,175,5,2025-11-11,El ambiente fue agradable.
252,28,1,2025-08-22,La comida estuvo deliciosa.
163,155,5,2025-10-26,El servicio puede mejorar.
158,70,1,2024-11-27,La comida estuvo deliciosa.
384,150,1,2026-02-21,Buena relación entre precio y calidad.
106,42,1,2026-02-16,Los platillos estuvieron bien preparados.
286,127,3,2025-11-08,Regresaría nuevamente.
61,155,3,2024-11-23,Regresaría nuevamente.
354,14,4,2024-09-29,La atención fue rápida.
424,78,1,2026-01-04,La comida estuvo deliciosa.
282,72,5,2024-11-09,La comida estuvo deliciosa.
397,89,2,2024-06-27,El servicio puede mejorar.
480,33,4,2025-10-20,Excelente servicio y comida.
62,40,4,2025-09-04,Regresaría nuevamente.
250,19,5,2025-08-23,El servicio puede mejorar.
415,22,2,2025-08-11,La atención fue rápida.
452,97,2,2024-06-29,La comida estuvo deliciosa.
298,151,1,2026-05-19,Excelente servicio y comida.
209,143,1,2026-04-07,Regresaría nuevamente.
218,147,3,2025-08-18,El servicio puede mejorar.
207,81,1,2025-04-19,Los platillos estuvieron bien preparados.
99,196,3,2024-06-23,Excelente servicio y comida.
248,46,3,2025-02-08,Muy buena experiencia.
451,14,3,2025-01-11,La experiencia fue aceptable.
163,3,1,2026-03-27,La experiencia fue aceptable.
357,51,4,2026-02-17,Excelente servicio y comida.
293,127,4,2025-03-15,La atención fue rápida.
52,116,3,2026-01-20,El ambiente fue agradable.
64,150,1,2025-02-08,La experiencia fue aceptable.
116,128,2,2025-09-19,La experiencia fue aceptable.
256,190,1,2024-09-11,Buena relación entre precio y calidad.
437,11,1,2025-01-12,Buena relación entre precio y calidad.
223,153,1,2026-02-08,Muy buena experiencia.
316,35,5,2024-12-21,Buena relación entre precio y calidad.
201,87,1,2024-09-13,Los platillos estuvieron bien preparados.
259,95,2,2025-02-04,Los platillos estuvieron bien preparados.
317,1,1,2025-02-26,El ambiente fue agradable.
325,3,3,2025-05-26,La atención fue rápida.
211,130,2,2026-06-16,Buena relación entre precio y calidad.
484,154,3,2024-12-21,Muy buena experiencia.
157,95,3,2025-03-10,El ambiente fue agradable.
308,180,1,2024-06-24,Buena relación entre precio y calidad.
395,110,4,2026-05-18,La experiencia fue aceptable.
291,140,2,2025-06-02,El ambiente fue agradable.
320,85,2,2024-10-25,La experiencia fue aceptable.
457,98,3,2025-06-03,La atención fue rápida.
158,77,3,2026-01-18,Excelente servicio y comida.
56,44,2,2025-07-26,La experiencia fue aceptable.
306,24,1,2026-06-12,El servicio puede mejorar.
143,128,2,2024-11-29,Los platillos estuvieron bien preparados.
321,153,3,2026-05-18,Excelente servicio y comida.
483,196,3,2025-06-12,La experiencia fue aceptable.
179,116,3,2025-04-28,La comida estuvo deliciosa.
35,36,5,2026-04-08,La experiencia fue aceptable.
43,184,2,2026-03-06,La comida estuvo deliciosa.
281,17,1,2025-03-19,La comida estuvo deliciosa.
94,160,3,2026-04-14,Buena relación entre precio y calidad.
419,53,5,2026-05-16,Regresaría nuevamente.
286,179,2,2026-03-16,Muy buena experiencia.
318,130,3,2025-07-08,Buena relación entre precio y calidad.
402,123,3,2024-11-26,La atención fue rápida.
389,193,3,2024-06-22,La comida estuvo deliciosa.
261,29,4,2026-03-15,Buena relación entre precio y calidad.
349,140,1,2026-04-19,La experiencia fue aceptable.
431,175,1,2024-09-11,El ambiente fue agradable.
236,168,5,2024-07-20,Buena relación entre precio y calidad.
245,126,4,2024-10-15,Regresaría nuevamente.
287,184,2,2025-03-25,El servicio puede mejorar.
362,75,1,2025-05-13,Buena relación entre precio y calidad.
122,175,1,2025-12-01,Muy buena experiencia.
29,102,2,2026-02-18,La comida estuvo deliciosa.
370,77,2,2025-11-18,La comida estuvo deliciosa.
13,61,3,2024-10-09,Los platillos estuvieron bien preparados.
49,135,1,2025-05-25,Los platillos estuvieron bien preparados.
107,162,1,2025-01-01,Buena relación entre precio y calidad.
235,42,1,2025-10-12,El servicio puede mejorar.
144,22,5,2026-05-19,Excelente servicio y comida.
307,189,5,2026-04-26,El servicio puede mejorar.
492,107,2,2025-08-05,La comida estuvo deliciosa.
176,94,1,2025-07-23,Excelente servicio y comida.
149,198,4,2024-09-19,Regresaría nuevamente.
80,191,2,2026-01-23,Regresaría nuevamente.
244,14,3,2026-01-03,Muy buena experiencia.
107,51,5,2025-02-26,Los platillos estuvieron bien preparados.
229,1,1,2025-08-29,Los platillos estuvieron bien preparados.
353,105,2,2024-09-17,Regresaría nuevamente.
177,79,1,2025-03-21,Muy buena experiencia.
230,190,1,2024-10-04,El servicio puede mejorar.
371,11,1,2024-07-11,Muy buena experiencia.
415,196,1,2025-08-27,La atención fue rápida.
156,124,1,2025-02-03,Buena relación entre precio y calidad.
229,110,3,2024-09-28,El ambiente fue agradable.
491,141,2,2025-05-04,Excelente servicio y comida.
1,79,3,2025-08-17,Excelente servicio y comida.
314,74,2,2026-03-02,Excelente servicio y comida.
179,188,5,2024-12-27,Excelente servicio y comida.
319,198,5,2025-10-28,Regresaría nuevamente.
39,157,3,2026-04-10,Excelente servicio y comida.
137,121,2,2024-09-14,La atención fue rápida.
11,81,2,2025-12-08,Excelente servicio y comida.
2,195,4,2026-04-01,Muy buena experiencia.
396,200,2,2025-11-29,El servicio puede mejorar.
205,6,5,2025-09-18,Excelente servicio y comida.
48,200,5,2025-11-22,Los platillos estuvieron bien preparados.
211,65,1,2026-04-17,La experiencia fue aceptable.
458,19,2,2025-03-05,La experiencia fue aceptable.
412,115,1,2025-02-21,La atención fue rápida.
290,183,2,2026-02-28,Muy buena experiencia.
47,17,1,2025-06-09,Muy buena experiencia.
237,49,2,2025-05-13,El ambiente fue agradable.
114,78,4,2024-10-26,El servicio puede mejorar.
180,22,5,2026-04-09,El ambiente fue agradable.
109,152,1,2026-05-10,Los platillos estuvieron bien preparados.
16,44,1,2025-02-05,Regresaría nuevamente.
7,128,3,2025-01-15,Regresaría nuevamente.
396,40,4,2024-10-21,Regresaría nuevamente.
420,148,5,2025-07-03,Excelente servicio y comida.
60,115,1,2026-03-28,Muy buena experiencia.
161,164,4,2026-01-21,La comida estuvo deliciosa.
485,161,1,2026-05-25,La comida estuvo deliciosa.
188,38,5,2025-03-12,Excelente servicio y comida.
110,144,4,2025-01-04,La atención fue rápida.
83,186,1,2026-05-02,Muy buena experiencia.
342,74,5,2024-09-03,La atención fue rápida.
482,14,5,2024-11-15,La comida estuvo deliciosa.
50,25,1,2025-09-25,La atención fue rápida.
247,3,5,2024-07-07,Muy buena experiencia.
187,140,3,2025-12-26,El ambiente fue agradable.
491,154,5,2026-05-30,Excelente servicio y comida.
330,152,1,2025-11-26,Excelente servicio y comida.
496,158,1,2025-04-29,El ambiente fue agradable.
224,131,3,2025-01-09,El ambiente fue agradable.
111,181,1,2025-04-10,Los platillos estuvieron bien preparados.
188,8,4,2025-01-19,Los platillos estuvieron bien preparados.
147,46,3,2025-01-26,Buena relación entre precio y calidad.
344,56,3,2024-12-12,Buena relación entre precio y calidad.
460,52,4,2026-03-26,El ambiente fue agradable.
149,35,4,2024-10-17,La comida estuvo deliciosa.
161,60,3,2025-01-13,Excelente servicio y comida.
86,53,3,2025-01-20,El ambiente fue agradable.
255,31,5,2025-02-08,Buena relación entre precio y calidad.
196,183,1,2025-04-30,Muy buena experiencia.
165,162,3,2025-12-18,Los platillos estuvieron bien preparados.
54,148,4,2024-11-12,El servicio puede mejorar.
20,52,3,2026-01-11,El ambiente fue agradable.
77,74,5,2025-01-04,Los platillos estuvieron bien preparados.
346,115,5,2024-08-22,La comida estuvo deliciosa.
467,59,2,2024-09-24,El servicio puede mejorar.
438,61,5,2024-10-15,Los platillos estuvieron bien preparados.
79,155,3,2025-10-06,Excelente servicio y comida.
123,193,1,2025-04-02,El ambiente fue agradable.
74,62,5,2025-02-16,La comida estuvo deliciosa.
52,190,4,2026-03-13,Los platillos estuvieron bien preparados.
38,168,4,2025-02-17,Muy buena experiencia.
495,93,5,2026-05-08,Muy buena experiencia.
215,61,2,2026-03-27,Los platillos estuvieron bien preparados.
47,112,2,2025-12-18,La atención fue rápida.
267,135,4,2025-06-02,El ambiente fue agradable.
175,4,2,2024-11-29,Los platillos estuvieron bien preparados.
410,119,2,2024-12-03,Los platillos estuvieron bien preparados.
428,178,3,2025-06-02,Excelente servicio y comida.
218,191,3,2024-07-12,Excelente servicio y comida.
279,184,4,2024-11-04,Los platillos estuvieron bien preparados.
50,16,1,2026-01-11,Regresaría nuevamente.
284,63,4,2025-11-28,La comida estuvo deliciosa.
434,87,2,2025-04-25,La experiencia fue aceptable.
260,41,1,2024-06-27,Buena relación entre precio y calidad.
282,99,3,2025-04-08,La atención fue rápida.
163,168,3,2024-10-15,La comida estuvo deliciosa.
216,184,2,2024-08-12,La experiencia fue aceptable.
27,49,2,2025-03-01,Excelente servicio y comida.
146,74,4,2025-12-28,Buena relación entre precio y calidad.
73,112,1,2024-12-01,Los platillos estuvieron bien preparados.
167,63,4,2024-11-18,Buena relación entre precio y calidad.
388,158,2,2024-07-20,Excelente servicio y comida.
14,171,4,2025-06-29,La comida estuvo deliciosa.
227,175,1,2024-12-16,La experiencia fue aceptable.
238,27,5,2024-11-04,La atención fue rápida.
112,122,5,2024-10-12,Regresaría nuevamente.
463,127,3,2026-05-12,El servicio puede mejorar.
206,20,5,2024-08-14,Regresaría nuevamente.
65,182,4,2026-05-27,Regresaría nuevamente.
137,190,2,2026-05-14,La atención fue rápida.
214,192,1,2024-12-26,Regresaría nuevamente.
173,54,4,2025-03-30,Buena relación entre precio y calidad.
466,3,2,2026-04-18,El servicio puede mejorar.
247,175,5,2025-08-22,La experiencia fue aceptable.
79,135,1,2026-01-22,Excelente servicio y comida.
467,199,4,2025-07-15,Buena relación entre precio y calidad.
37,160,2,2026-05-06,El servicio puede mejorar.
443,68,4,2025-05-09,La comida estuvo deliciosa.
415,157,1,2025-10-30,La comida estuvo deliciosa.
74,90,4,2025-04-12,Excelente servicio y comida.
249,108,3,2025-03-19,Excelente servicio y comida.
296,47,1,2026-02-26,La comida estuvo deliciosa.
359,131,1,2025-06-27,Los platillos estuvieron bien preparados.
185,82,5,2026-06-09,Los platillos estuvieron bien preparados.
9,40,3,2025-11-26,El servicio puede mejorar.
123,79,3,2025-05-04,Excelente servicio y comida.
108,18,4,2025-07-11,La atención fue rápida.
354,40,3,2026-03-12,La experiencia fue aceptable.
201,197,1,2026-04-09,La atención fue rápida.
135,126,3,2025-11-22,Muy buena experiencia.
127,9,5,2025-05-09,El servicio puede mejorar.
191,21,3,2024-07-08,La comida estuvo deliciosa.
336,80,1,2025-11-16,La comida estuvo deliciosa.
210,185,4,2025-05-05,El servicio puede mejorar.
26,198,4,2024-10-04,Excelente servicio y comida.
210,150,5,2025-03-14,Excelente servicio y comida.
